type,term,canonical,occurrences,files,in_glossary,sample_files
"acronym","DLP","DLP",36,4,true,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-24.html"
"acronym","DMS","DMS",7,4,true,"10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L3.html"
"acronym","DNC","DNC",7,6,true,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-102-access-request-field-dictionary.html | 10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L1.html"
"acronym","DRAW","DRAW",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-25.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html"
"acronym","DRAWREV","DRAWREV",3,2,false,"10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-01-job-dossier.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html"
"acronym","DWG","DWG",9,5,true,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"acronym","E2E","E2E",128,56,true,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L3.html"
"acronym","ECN","ECN",3,2,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html"
"acronym","ECO","ECO",46,15,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html"
"acronym","ECR","ECR",13,4,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html"
"acronym","EDM","EDM",2,2,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html"
"acronym","EHS","EHS",206,47,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html"
"acronym","EN","EN",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-19.html"
"acronym","ENG","ENG",100,35,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-201-quality-gates-hold-points-and-release-execution.html"
"acronym","ENGINEERING","ENGINEERING",440,396,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-001-quality-policy.html | 02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-002-quality-objectives.html"
"acronym","ENGM","ENGM",11,5,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-103-org-raci-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-121-raci-master-matrix.html"
"acronym","EP","EP",16,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html"
"acronym","ERP","ERP",233,88,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html"
"acronym","ESA","ESA",5,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-121-raci-master-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html"
"acronym","ESD","ESD",31,5,true,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\01-WI-100\wi-101-digital-online-forms-and-approvals.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-714-clean-packaging-handling-and-preservation.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html"
"acronym","EST","EST",3,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-121-raci-master-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html"
"acronym","ETA","ETA",59,26,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html"
"acronym","F10","F10",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-05.html"
"acronym","F11","F11",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-05.html"
"acronym","F12","F12",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-05.html"
"acronym","FAI","FAI",572,116,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-planner.html"
"acronym","FAIL","FAIL",295,90,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"acronym","FAIR","FAIR",3,2,true,"10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L3.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html"
"acronym","FEFO","FEFO",23,7,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-warehouse-clerk.html"
"acronym","FF","FF",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-06.html"
"acronym","FF1","FF1",10,6,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html"
"acronym","FF2","FF2",9,5,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"acronym","FF3","FF3",5,5,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html"
"acronym","FF4","FF4",7,6,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"acronym","FF5","FF5",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"acronym","FG","FG",17,7,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-802-incident-near-miss-and-ehs.html"
"acronym","FIFO","FIFO",34,14,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-warehouse-clerk.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html"
"acronym","FIN","FIN",5,2,true,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-121-raci-master-matrix.html"
"acronym","FIX","FIX",4,2,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-safety-5s-hazards.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html"
"acronym","FLOW","FLOW",6,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"acronym","FMEA","FMEA",24,10,true,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-207-high-risk-job-readiness-control-tower.html | 10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html | 10-Training-Academy\01-Competency-System\02-Levels\03-C03-Right-First-Time\C03-L4.html"
"acronym","FOD","FOD",202,45,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html"
"acronym","FORM","FORM",9,5,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-105-organizational-knowledge-management.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html"
"acronym","FPY","FPY",22,11,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-303-engineering-release-baseline-package-and-job-snapshot-control.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html"
"acronym","FQC","FQC",13,5,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-15.html"
"acronym","FRM","FRM",143,68,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-101-document-and-data-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html"
"acronym","G0","G0",55,20,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html"
"acronym","G1","G1",44,23,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"acronym","G2","G2",55,26,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html"
"acronym","G3","G3",32,21,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html"
"acronym","G4","G4",45,23,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html"
"acronym","G5","G5",78,27,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html"
"acronym","G6","G6",5,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-12.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\04-Templates-Tools\qms-ops-map.html"
"acronym","G7","G7",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-12.html | 10-Training-Academy\04-Templates-Tools\qms-ops-map.html"
"acronym","G8","G8",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"acronym","GATE","GATE",2,2,true,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html | 10-Training-Academy\04-Templates-Tools\evidence-naming-rule.html"
"acronym","GD","GD",55,10,false,"10-Training-Academy\01-Competency-System\01-Framework\assessment-matrix.html | 10-Training-Academy\01-Competency-System\02-Levels\03-C03-Right-First-Time\C03-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\03-C03-Right-First-Time\C03-L4.html"
"acronym","GHI","GHI",3,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-19.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-05.html"
"acronym","GL","GL",23,5,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html"
"acronym","GM","GM",20,14,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"acronym","GO","GO",109,32,true,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-602-gage-pre-use-verification-and-status-control.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L2.html"
"acronym","GR","GR",20,9,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-metrology-and-calibration-specialist.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-quality-engineer.html"
"acronym","GRR","GRR",30,8,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-metrology-and-calibration-specialist.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-602-measurement-system-analysis-msagr-r.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-602-msa-acceptance-criteria.html"
"acronym","GS1","GS1",20,9,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-logistics-shipping-coordinator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html"
"acronym","GUID","GUID",3,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-109-power-automate-flows-and-approvals-spec.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html"
"acronym","H1","H1",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html"
"acronym","H4","H4",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html"
"acronym","H5","H5",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html"
"acronym","HAND","HAND",3,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-17.html"
"acronym","HESEM","HESEM",1808,396,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-001-quality-policy.html | 02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-002-quality-objectives.html"
"acronym","HHMM","HHMM",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L2.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-25.html"
"acronym","HIC","HIC",23,5,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-702-storage-environment-location-and-fifo-control.html"
"acronym","HIGH","HIGH",6,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html"
"acronym","HMLV","HMLV",4,3,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-604-spc-and-capability-control.html"
"acronym","HNO","HNO",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html"
"acronym","HOLD","HOLD",1207,191,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html"
